name,processor,operating_sys,RAM_GB,RAM_Type,Storage_GB,Storage_Type,Display_cm,Display_inch,Warranty_Years,Price
Lenovo Thinkpad E14 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) E14 Thin and Light Laptop,Intel Core i3 Processor (10th Gen),64 bit Windows 10 Operating System,4,4DDR4,256,SSD,35.56,14,,45500
acer Aspire Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) A315-23 Laptop,AMD Ryzen 5 Quad Core Processor,64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,45500
DELL Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3511 Laptop,Intel Core i3 Processor (11th Gen),Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,,45690
DELL Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3511 Laptop,Intel Core i3 Processor (11th Gen),Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,,45799
DELL Inspiron 3511 Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 3511 Laptop,Intel Core i3 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,1024,SSD,39.62,15.6,,45890
DELL Inspiron Ryzen 5 Dual Core 3450U - (8 GB/512 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light...,Processor: AMD Ryzen 5-3450U (2.10 GHz up to 3.50 GHz),Software: Win 11 + Office H&S 2021,,DDR4,,,,,,45890
HP 15s Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop,Intel Core i3 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,,45900
ASUS Asus Vivobook 15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-BQ522WS Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,45980
MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-030IN Thin and Light Laptop,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,1,45990
MSI Core i3 12th Gen - (8 GB/256 GB SSD/Windows 11 Home) Modern 14 C12M-446IN Thin and Light Laptop,Intel Core i3 Processor (12th Gen),Windows 11 Operating System,8,DDR4,256,SSD,35.56,14,1,45990
DELL Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,Intel Core i3 Processor (11th Gen),Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,45990
ASUS Vivobook 15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-BQ522WS Thin and Light La...,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,45990
ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K513EA-L312WS Thin ...,Intel Core i3 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,,45990
HP Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14-dy0212TU 2 in 1 Laptop,Intel Core i3 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,256,SSD,35.56,14,,45990
DELL Inspiron Core i3 11th Gen - (4 GB/512 GB SSD/Windows 10) Inspiron 3501 Thin and Light Laptop,Intel Core i3 Processor (11th Gen),64 bit Windows 10 Operating System,4,4DDR4,512,SSD,39.62,15.6,,45990
DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Lig...,Intel Core i3 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,1024,SSD,39.62,15.6,1,45990
ASUS VivoBook Ultra K15 OLED Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) K513EA-L322...,Intel Core i3 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,1024,SSD,39.62,15.6,1,45990
DELL Vostro 3405 Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 10 Home) Vostro 3405 Thin and Ligh...,AMD Ryzen 5 Quad Core Processor,64 bit Windows 10 Operating System,8,DDR4,256,SSD,35.56,14,,45990
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511,Inspiron 300...",Processor: Intel i3-1115G4 (Base- 1.70 GHz & Turbo up to 4.10 GHz) 2 Cores,Graphics & Keyboard: Integrated & Standard Keyboard,,DDR4,,,,,,45999
acer Travelmate Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) TravelMate P214-53 Noteb...,Intel Core i3 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,1024,SSD,35.56,14,1,45999
HP HP Chromebook x2 11-da0017QU Snapdragon 7c Gen 2 - (8 GB/128 GB EMMC Storage/Chrome OS) Da0017QU Ch...,Qualcomm Snapdragon 7c Gen 2 Processor,32 bit Chrome Operating System,8,DDR3,,,,,,45999
Infinix INBook X1 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop,Intel Core i5 Processor (10th Gen),64 bit Windows 11 Operating System,8,LPDDR4X,512,SSD,35.56,14,1,46000
DELL Vostro Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10) Vostro 3405 Thin and Light Laptop,AMD Ryzen 5 Quad Core Processor,64 bit Windows 10 Operating System,8,DDR4,512,SSD,35.56,14,1,46490
HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1092au Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,,46490
DELL Vostro Ryzen 5 Quad Core R5-3450U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3405 Thin and Light ...,AMD Ryzen 5 Quad Core Processor,64 bit Windows 11 Operating System,8,DDR4,256,SSD,35.56,14,,46500
Lenovo IdeaPad 1 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,AMD Ryzen 5 Quad Core Processor,64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,2,46500
DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Lig...,Intel Core i3 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,1024,SSD,39.62,15.6,1,46890
Infinix INBook X1 Pro Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL12 Thin and Light Laptop,Intel Core i7 Processor (10th Gen),64 bit Windows 11 Operating System,16,LPDDR4X,512,SSD,35.56,14,1,46990
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lapto...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,,46990
realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop,Stylish & Portable Thin and Light Laptop,Finger Print Sensor for Faster System Access,,,,,,,,46990
Lenovo Ideapad AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Laptop,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,46990
realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop,Intel Core i3 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,256,SSD,35.56,14,,46990
realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop,Stylish & Portable Thin and Light Laptop,Finger Print Sensor for Faster System Access,,,,,,,,46990
acer Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23 Notebook,AMD Ryzen 5 Quad Core Processor,64 bit Windows 11 Operating System,8,LPDDR5,512,SSD,39.62,15.6,1,46990
ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Ho...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,DDR4,1024,SSD,39.62,15.6,,46990
Lenovo B50-70 Notebook (4th Gen Ci5/ 8GB/ 1TB/ Win8/ 2GB Graph) (59-427747),Intel Core i5 Processor (4th Gen),64 bit Windows 8 Operating System,8,DDR3,1024,HDD,39.62,15.6,1,47490
DELL Vostro Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3420 Thin and Light Laptop,Intel Core i3 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,1,47500
HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-FR2006TU Thin and Light Laptop,Intel Core i3 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,39.62,15.6,,47500
ASUS VivoBook 15 (2022) Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ562WS | X515JA-E...,Intel Core i5 Processor (10th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,,47501
ASUS VivoBook 14 (2022) Ryzen 7 Quad Core AMD R7-3700U - (16 GB/512 GB SSD/Windows 11 Home) M415DA-EB5...,AMD Ryzen 7 Quad Core Processor,64 bit Windows 11 Operating System,16,DDR4,512,SSD,35.56,14,,47990
acer Aspire 5 Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-57 Thin and Light Laptop,Intel Core i3 Processor (12th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,,47990
ASUS Vivobook 15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1500EA-EJ522WS Thin and Light L...,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,47990
ASUS Vivobook Go 15 OLED (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK...,AMD Ryzen 3 Quad Core Processor,Windows 11 Operating System,8,LPDDR5,512,SSD,39.62,15.6,1,47990
Infinix X1 Series Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/128 MB Graphics) XL12 Thin and ...,Intel Core i7 Processor (10th Gen),64 bit Windows 11 Operating System,16,LPDDR4X,512,SSD,35.56,14,1,47990
ASUS Vivobook Go 15 OLED (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK...,AMD Ryzen 3 Quad Core Processor,Windows 11 Operating System,8,LPDDR5,512,SSD,39.62,15.6,1,47990
ASUS Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) M515UA-BQ512TS Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,Windows 10 Operating System,8,DDR4,512,SSD,39.62,15.6,,47990
MSI Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin and Light Lap...,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,1,47990
HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s-ef1002tu Thin and Light Laptop,Intel Core i3 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,1,48490
HP G8 Series Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 240 G8 Business Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,,48890
Smartron t.book flex Core i5 7th Gen - (4 GB/128 GB SSD/Windows 10 Home) T1224 2 in 1 Laptop,Intel Core i5 Processor (7th Gen),64 bit Windows 10 Operating System,4,4DDR3,128,SSD,30.99,12.2,1,48990
MSI Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-445IN Thin and Light Laptop,Intel Core i3 Processor (12th Gen),Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,1,48990
MSI Modern 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) B11MOU-477IN Notebook,Intel Core i3 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,35.56,14,1,48990
MSI Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-062IN Thin and Light La...,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,16,DDR4,512,SSD,35.56,14,1,50990
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) IdeaPad 5 15ALC05 Thin and ...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 Operating System,8,DDR4,512,SSD,39.62,15.6,,50990
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) ideapad 3 14ALC6UB Thin and...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 Operating System,8,DDR4,512,SSD,35.56,14,,50990
DELL Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Pro) 3420 Business Laptop,Intel Core i3 Processor (11th Gen),Windows 10 Operating System,8,DDR4,256,SSD,35.56,14,3,50999
acer Aspire 5 Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) A514-54 Thin and Light Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,1024,HDD,35.56,14,,51100
DELL Vostro Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) Vostro 3400 Thin and Light Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,1024,HDD,88.9,,,51490
Lenovo Ideapad Slim 3i Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Ideapad Slim 3 Thin and Li...,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,39.62,15.6,,51500
HP Pavilion Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 14-ec0035AU Thin and Light Lap...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 Operating System,8,DDR4,512,SSD,35.56,14,,51800
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,51863
HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,51890
Avita Liber Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) NS14A8INR671-PAG Thin and Light Laptop,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,16,DDR4,1024,SSD,35.56,14,,51990
ASUS Vivobook 15 OLED (2022) Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1505ZA-L1311WS Thin...,Get unparalleled power and reliability with the new Intel 12th Gen CPU,Stylish & Portable Just 1.99 cm thin and 1.7 kg in weight. US MIL-STD 810H Military-grade durability,,,,,,,,51990
DELL Inspiron 3505 Ryzen 7 Quad Core 3700U - (8 GB/512 GB SSD/Windows 10 Home) Inspiron 3505 Thin and ...,AMD Ryzen 7 Quad Core Processor,64 bit Windows 10 Operating System,8,DDR4,512,SSD,39.62,15.6,,51990
MSI Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-438IN Thin and Light Laptop,Intel Core i3 Processor (13th Gen),Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,1,51990
HP Pavilion Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14-dy0190TU 2 in 1 Laptop,Intel Core i3 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,256,SSD,35.56,14,,51999
MSI GF63 Thin Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,,52490
DELL Ryzen 5 Quad Core - (8 GB/1 TB HDD/256 GB SSD/Windows 10) 3515 Laptop,AMD Ryzen 5 Quad Core Processor,Windows 10 Operating System,8,DDR4,1024,SSD,39.62,15.6,1,52490
Lenovo Ideapad 330s Core i5 8th Gen - (4 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 330S-15IKB Thin an...,Intel Core i5 Processor (8th Gen),64 bit Windows 10 Operating System,4,4DDR4,1024,HDD,39.62,15.6,,52490
MSI Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 A5M-280IN Notebook,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,52490
HP Pavilion Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 15-eh1101AU Thin and Light Lap...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 Operating System,8,DDR4,512,SSD,39.62,15.6,,52500
acer Aspire 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,Free upgrade to Windows 11 when available,8 GB DDR4 RAM,,,,,,,,52990
ASUS Vivobook Go 15 (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ522WS...,AMD Ryzen 5 Quad Core Processor,Windows 11 Operating System,8,LPDDR5,512,SSD,39.62,15.6,1,52990
ASUS Vivobook Go 15 (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ523WS...,AMD Ryzen 5 Quad Core Processor,Windows 11 Operating System,8,LPDDR5,512,SSD,39.62,15.6,1,52990
HP Pavilion Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dy0207TU Thin and Light Lapt...,Intel Core i3 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,,52990
acer Aspire Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A315-59 Notebook,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,52990
acer Aspire 7 Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,Free upgrade to Windows 11 when available,8 GB DDR4 RAM,,,,,,,,52990
HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,52990
Vaio E Series Ryzen 7 Quad Core 3700U - (8 GB/512 GB SSD/Windows 10 Home) NE15V2IN026P Thin and Light ...,AMD Ryzen 7 Quad Core Processor,64 bit Windows 10 Operating System,8,DDR4,512,SSD,39.62,15.6,,52990
Lenovo IdeaPad Slim 3 (2021) Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14 ALC 6 Thin...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 Operating System,8,DDR4,512,SSD,35.56,14,,52990
Vaio E Series Ryzen 7 Quad Core 3700U - (8 GB/512 GB SSD/Windows 10 Home) NE15V2IN027P Thin and Light ...,AMD Ryzen 7 Quad Core Processor,64 bit Windows 10 Operating System,8,DDR4,512,SSD,39.62,15.6,,52990
HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 14-EC1003AU Thin and Light Lap...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,1,52990
HP Pavilion Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dy0208TU Thin and Light Lapt...,Intel Core i3 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,1,52990
Lenovo ThinkBook 13s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) TB13s ITL Gen 2 Thin and Lig...,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,33.02,13,,52999
MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX5500M/...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 Operating System,8,DDR4,512,SSD,39.62,15.6,1,53000
HP 15s Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3517TU Thin and Light Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,,53060
ASUS Ryzen 5 Octa Core - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK522WS Laptop,AMD Ryzen 5 Octa Core Processor,Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,1,53333
DELL Inspiron 14 5000 Series Core i3 8th Gen - (4 GB/1 TB HDD/Windows 10 Home) 5482 2 in 1 Laptop,Intel Core i3 Processor (8th Gen),64 bit Windows 10 Operating System,4,4DDR4,1024,HDD,35.56,14,,53399
Lenovo IdeaPad 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15ITL6 Thin and Light Lapt...,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,39.62,15.6,,53490
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,,53490
DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3510 Thin and Light Laptop,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,53490
ASUS VivoBook 15 (2022) Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ562WS | X515JA-E...,Intel Core i5 Processor (10th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,,53499
HP 14s Ryzen 3 Quad Core 4300U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fr0016AU Thin and Light Laptop,AMD Ryzen 3 Quad Core Processor,64 bit Windows 10 Operating System,8,DDR4,512,SSD,35.56,14,,53500
ASUS Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1405ZA-KM311WS Laptop,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,8,DDR5,512,SSD,35.56,14,1,53500
Lenovo Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) Thinkbook 15 G3 Thin and Light Lap...,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,1,53500
ASUS VivoBook Ultra S13 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) S333EA-EG501TS Thin and L...,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,LPDDR4X,512,SSD,33.78,13.3,,53800
HP 15s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-FQ2535TU Thin and Light Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,39.62,15.6,,53900
ASUS Vivobook 15 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) X515EP-BQ...,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,1024,SSD,39.62,15.6,1,53900
MSI GF63 Thin Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 ...,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,8,DDR4,1024,HDD,39.62,15.6,,53990
Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Lig...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 Operating System,8,DDR4,512,SSD,35.56,14,,53990
acer Aspire 7 Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650...,Intel Core i5 Processor (9th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,39.62,15.6,,53990
ASUS VivoBook 17 Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 10 Home) M712UA-AU521TS Laptop,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 Operating System,16,DDR4,512,SSD,43.94,17.3,,53990
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA...,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,100.63,,1,53990
acer Aspire 5 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) A515-56 Thin and Light Lap...,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,1024,SSD,39.62,15.6,,53999
Lenovo Ryzen 5 Hexa Core 5th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15ALC6 Laptop,AMD Ryzen 5 Hexa Core Processor (5th Gen),Windows 10 Operating System,8,DDR4,512,SSD,39.62,15.6,1,54000
Lenovo Ryzen 5 Hexa Core 5th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Laptop,AMD Ryzen 5 Hexa Core Processor (5th Gen),Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,54000
Lenovo Ideapad Slim 3i Intel Core i5 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 15ITL6/ 15ITL6 Ub Th...,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,256,SSD,39.62,15.6,,54000
HP 14s Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s-ef1000tu Thin and Light Laptop,Intel Core i3 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,,54000
HP 15s Ryzen 5 Hexa Core 4500U - (8 GB/256 GB SSD/Windows 10 Home) 15s-ey1004AU Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 Operating System,8,DDR4,256,SSD,39.62,15.6,,54000
HP Pavilion Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 14-ec0037AU Thin and Light La...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,16,DDR4,512,SSD,35.56,14,,54160
Lenovo IdeaPad Slim 3 Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Ligh...,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,2,54300
